Title,Genre,Second_Genre,Release_Year,Budget_Category,Revenue_Category,Runtime_Category,Rating_Category,Vote_Count_Category,Popularity_Category,Language,Production_Country,Main_Actor,Director
The Horse Whisperer,Drama,Romance,1998.0,Medium,Medium,Long,Medium,Low,Medium,en,United States of America,Robert Redford,Robert Redford
Collateral,Drama,Crime,2004.0,Medium,Medium,Medium,High,Medium,High,en,United States of America,Tom Cruise,Michael Mann
The Scorpion King,Action,Fantasy,2002.0,Medium,Medium,Medium,Medium,Medium,High,en,United States of America,Dwayne Johnson,Chuck Russell
Ladder 49,Drama,Action,2004.0,Medium,Medium,Medium,Medium,Low,Medium,en,United States of America,Joaquin Phoenix,Jay Russell
Jack Reacher,Crime,Drama,2012.0,Medium,Medium,Medium,Medium,High,High,en,United States of America,Tom Cruise,Christopher McQuarrie
Deep Blue Sea,Action,Science Fiction,1999.0,Medium,Medium,Medium,Medium,Medium,Medium,en,Australia,Thomas Jane,Renny Harlin
This Is It,Music,Documentary,2009.0,Medium,Low,Medium,Medium,Low,Medium,en,United States of America,Michael Jackson,Kenny Ortega
Contagion,Drama,Thriller,2011.0,Medium,Medium,Medium,Medium,Medium,High,en,United States of America,Matt Damon,Steven Soderbergh
Kangaroo Jack,Comedy,Adventure,2003.0,Low,Low,Short,Low,Low,Medium,en,Australia,Jerry O'Connell,David McNally
Coraline,Animation,Family,2009.0,Medium,Medium,Medium,High,Medium,High,en,United States of America,Dakota Fanning,Henry Selick
The Happening,Thriller,Science Fiction,2008.0,Medium,Medium,Medium,Low,Medium,Medium,en,United States of America,Mark Wahlberg,M. Night Shyamalan
Man on Fire,Action,Drama,2004.0,Medium,Medium,Long,High,Medium,High,en,United Kingdom,Denzel Washington,Tony Scott
The Shaggy Dog,Comedy,Family,2006.0,Medium,Medium,Medium,Low,Low,Low,en,United States of America,Tim Allen,Brian Robbins
Starsky & Hutch,Comedy,Crime,2004.0,Medium,Medium,Medium,Medium,Medium,Medium,en,United States of America,Ben Stiller,Todd Phillips
Jingle All the Way,Family,Comedy,1996.0,Medium,Medium,Short,Medium,Medium,Medium,en,United States of America,Arnold Schwarzenegger,Brian Levant
Hellboy,Fantasy,Action,2004.0,Medium,Medium,Medium,Medium,High,High,en,United States of America,Ron Perlman,Guillermo del Toro
ParaNorman,Family,Animation,2012.0,Medium,Medium,Medium,Medium,Medium,High,en,United States of America,Kodi Smit-McPhee,Sam Fell
The Jackal,Action,Thriller,1997.0,Medium,Medium,Medium,Medium,Medium,Medium,en,United States of America,Bruce Willis,Michael Caton-Jones
Paycheck,Action,Adventure,2003.0,Medium,Medium,Medium,Medium,Medium,Medium,en,Canada,Ben Affleck,John Woo
Up Close & Personal,Drama,Romance,1996.0,Medium,Low,Medium,Medium,Low,Low,en,United States of America,Robert Redford,Jon Avnet
The Tale of Despereaux,Adventure,Animation,2008.0,Medium,Medium,Medium,Medium,Low,Medium,en,United Kingdom,Matthew Broderick,Robert Stevenhagen
The Tuxedo,Thriller,Action,2002.0,Low,Low,Medium,Medium,Low,Medium,en,United States of America,Jackie Chan,Kevin Donovan
Under Siege 2: Dark Territory,Action,Thriller,1995.0,Medium,Medium,Medium,Medium,Low,Medium,en,United States of America,Steven Seagal,Geoff Murphy
Jack Ryan: Shadow Recruit,Action,Drama,2014.0,Medium,Medium,Medium,Medium,Medium,High,en,Russia,Chris Pine,Kenneth Branagh
Joy,Drama,Comedy,2015.0,Medium,Medium,Medium,Medium,Medium,Medium,en,United States of America,Jennifer Lawrence,David O. Russell
London Has Fallen,Action,Crime,2016.0,Medium,Medium,Medium,Medium,Medium,High,en,Bulgaria,Gerard Butler,Babak Najafi
Alien: Resurrection,Science Fiction,Horror,1997.0,Medium,Medium,Medium,Medium,Medium,High,en,United States of America,Sigourney Weaver,Jean-Pierre Jeunet
Shooter,Action,Drama,2007.0,Medium,Medium,Medium,Medium,Medium,High,en,United States of America,Mark Wahlberg,Antoine Fuqua
The Boxtrolls,Animation,Comedy,2014.0,Medium,Medium,Medium,Medium,Medium,High,en,United States of America,Ben Kingsley,Anthony Stacchi
Practical Magic,Drama,Fantasy,1998.0,Medium,Low,Medium,Medium,Low,Medium,en,United States of America,Sandra Bullock,Griffin Dunne
The Lego Movie,Adventure,Animation,2014.0,Medium,High,Medium,High,High,High,en,United States of America,Chris Pratt,Phil Lord
Miss Congeniality 2: Armed and Fabulous,Action,Comedy,2005.0,Low,Low,Medium,Medium,Low,Medium,en,United States of America,Sandra Bullock,John Pasquin
Reign of Fire,Adventure,Action,2002.0,Medium,Low,Medium,Medium,Medium,Medium,en,Ireland,Christian Bale,Rob Bowman
Gangster Squad,Crime,Drama,2013.0,Medium,Medium,Medium,Medium,Medium,Medium,en,United States of America,Josh Brolin,Ruben Fleischer
Year One,Comedy,Adventure,2009.0,Medium,Medium,Medium,Low,Medium,Medium,en,United States of America,Jack Black,Harold Ramis
Invictus,Drama,History,2009.0,Medium,Medium,Medium,High,Medium,Medium,en,United States of America,Morgan Freeman,Clint Eastwood
Duplicity,Romance,Comedy,2009.0,Medium,Medium,Medium,Medium,Low,Medium,en,Germany,Clive Owen,Tony Gilroy
My Favorite Martian,Comedy,Drama,1999.0,Medium,Low,Medium,Medium,Low,Low,en,United States of America,Jeff Daniels,Donald Petrie
The Sentinel,Action,Thriller,2006.0,Medium,Medium,Medium,Medium,Low,Medium,en,United States of America,Michael Douglas,Clark Johnson
Planet 51,Science Fiction,Animation,2009.0,Medium,Medium,Medium,Medium,Medium,Medium,en,Spain,Dwayne Johnson,Jorge Blanco
Star Trek: Nemesis,Science Fiction,Action,2002.0,Medium,Medium,Medium,Medium,Low,Medium,en,United States of America,Patrick Stewart,Stuart Baird
Intolerable Cruelty,Crime,Comedy,2003.0,Medium,Medium,Medium,Medium,Low,Medium,en,United States of America,George Clooney,Joel Coen
Trouble with the Curve,Drama,Romance,2012.0,Low,Low,Medium,Medium,Low,Medium,en,United States of America,Clint Eastwood,Robert Lorenz
Edge of Darkness,Crime,Drama,2010.0,Medium,Medium,Medium,Medium,Low,Medium,en,United Kingdom,Mel Gibson,Martin Campbell
The Relic,Horror,Mystery,1997.0,Medium,Low,Medium,Medium,Low,Medium,en,Germany,Penelope Ann Miller,Peter Hyams
Analyze That,Comedy,Crime,2002.0,Medium,Medium,Medium,Medium,Low,Medium,en,Australia,Robert De Niro,Harold Ramis
Righteous Kill,Action,Crime,2008.0,Medium,Medium,Medium,Medium,Low,Medium,en,United States of America,Robert De Niro,Jon Avnet
Mercury Rising,Action,Crime,1998.0,Medium,Low,Medium,Medium,Low,Medium,en,United States of America,Bruce Willis,Harold Becker
The Legend of Bagger Vance,Fantasy,Drama,2000.0,Medium,Low,Medium,Medium,Low,Medium,en,United States of America,Matt Damon,Robert Redford
Almost Famous,Drama,Music,2000.0,Medium,Low,Medium,High,Medium,Medium,en,United States of America,Kate Hudson,Cameron Crowe
Garfield: A Tail of Two Kitties,Animation,Comedy,2006.0,Low,Medium,Short,Medium,Low,Medium,en,United Kingdom,Bill Murray,Tim Hill
xXx: State of the Union,Action,Adventure,2005.0,Medium,Medium,Medium,Low,Medium,High,en,United States of America,Ice Cube,Lee Tamahori
Priest,Action,Science Fiction,2011.0,Medium,Medium,Short,Medium,Medium,Medium,en,United States of America,Paul Bettany,Scott Stewart
Sinbad: Legend of the Seven Seas,Family,Animation,2003.0,Medium,Low,Short,Medium,Low,Medium,en,United States of America,Brad Pitt,Tim Johnson
Event Horizon,Horror,Science Fiction,1997.0,Medium,Low,Medium,Medium,Medium,Medium,en,United Kingdom,Laurence Fishburne,Paul W.S. Anderson
Flyboys,Action,Adventure,2006.0,Medium,Low,Long,Medium,Low,Medium,en,United Kingdom,James Franco,Tony Bill
The Last Castle,Action,Drama,2001.0,Medium,Low,Medium,High,Low,Medium,en,United States of America,Robert Redford,Rod Lurie
Supernova,Horror,Science Fiction,2000.0,Medium,Low,Medium,Low,Low,Low,en,Switzerland,James Spader,Walter Hill
Winter's Tale,Drama,Fantasy,2014.0,Medium,Low,Medium,Medium,Low,Medium,en,United States of America,Colin Farrell,Akiva Goldsman
The Mortal Instruments: City of Bones,Action,Adventure,2013.0,Medium,Medium,Medium,Medium,Medium,High,en,United States of America,Lily Collins,Harald Zwart
Meet Dave,Comedy,Science Fiction,2008.0,Medium,Medium,Medium,Medium,Low,Medium,en,United States of America,Eddie Murphy,Brian Robbins
Dark Water,Drama,Horror,2005.0,Medium,Low,Medium,Medium,Low,Medium,en,United States of America,Jennifer Connelly,Walter Salles
Inkheart,Adventure,Family,2008.0,Medium,Medium,Medium,Medium,Medium,Medium,en,Germany,Brendan Fraser,Iain Softley
The Spirit,Action,Comedy,2008.0,Medium,Low,Medium,Low,Low,Medium,en,United States of America,Gabriel Macht,Frank Miller
Mortdecai,Comedy,Adventure,2015.0,Medium,Low,Medium,Medium,Medium,High,en,United States of America,Johnny Depp,David Koepp
In the Name of the King: A Dungeon Siege Tale,Adventure,Fantasy,2007.0,Medium,Low,Medium,Low,Low,Medium,en,Canada,Jason Statham,Uwe Boll
Beyond Borders,Drama,Romance,2003.0,Medium,Low,Medium,Medium,Low,Low,en,Germany,Angelina Jolie,Martin Campbell
The Monkey King 2,Action,Adventure,2016.0,Medium,Medium,Medium,Medium,Low,Low,zh,Hong Kong,Aaron Kwok,Soi Cheang
The Great Raid,Action,History,2005.0,Medium,Low,Medium,Medium,Low,Low,en,United States of America,Benjamin Bratt,John Dahl
Deadpool,Action,Adventure,2016.0,Medium,High,Medium,High,High,High,en,United States of America,Ryan Reynolds,Tim Miller
Holy Man,Drama,Comedy,1998.0,Medium,Low,Medium,Low,Low,Low,en,United States of America,Eddie Murphy,Stephen Herek
American Sniper,War,Action,2014.0,Medium,High,Medium,High,High,High,en,United States of America,Bradley Cooper,Clint Eastwood
Goosebumps,Adventure,Horror,2015.0,Medium,Medium,Medium,Medium,Medium,High,en,Australia,Jack Black,Rob Letterman
Just Like Heaven,Comedy,Fantasy,2005.0,Medium,Medium,Medium,Medium,Medium,Medium,en,United States of America,Reese Witherspoon,Mark Waters
The Flintstones in Viva Rock Vegas,Science Fiction,Comedy,2000.0,Medium,Medium,Medium,Low,Low,Low,en,United States of America,Mark Addy,Brian Levant
Rambo III,Action,Adventure,1988.0,Medium,Medium,Medium,Medium,Medium,High,en,United States of America,Sylvester Stallone,Peter MacDonald
Leatherheads,Comedy,Romance,2008.0,Medium,Low,Medium,Medium,Low,Low,en,Germany,George Clooney,George Clooney
The Ridiculous 6,Comedy,Western,2015.0,Medium,Low,Medium,Low,Low,Medium,en,United States of America,Adam Sandler,Frank Coraci
Resident Evil: Afterlife,Action,Adventure,2010.0,Medium,High,Medium,Medium,Medium,Low,en,Germany,Milla Jovovich,Paul W.S. Anderson
Red Tails,Drama,Action,2012.0,Medium,Medium,Medium,Medium,Low,Medium,en,United States of America,Bryan Cranston,Anthony Hemingway
The Devil's Advocate,Drama,Horror,1997.0,Medium,Medium,Long,High,Medium,High,en,Germany,Keanu Reeves,Taylor Hackford
After the Sunset,Action,Comedy,2004.0,Medium,Medium,Medium,Medium,Low,Medium,en,United States of America,Pierce Brosnan,Brett Ratner
Ghost Rider: Spirit of Vengeance,Action,Fantasy,2011.0,Medium,Medium,Medium,Low,Medium,High,en,United Arab Emirates,Nicolas Cage,Brian Taylor
Captain Corelli's Mandolin,Drama,History,2001.0,Medium,Medium,Medium,Medium,Low,Low,en,United Kingdom,Nicolas Cage,John Madden
The Pacifier,Action,Comedy,2005.0,Medium,Medium,Medium,Medium,Medium,High,en,Canada,Vin Diesel,Adam Shankman
Walking Tall,Adventure,Drama,2004.0,Medium,Medium,Short,Medium,Low,Medium,en,United States of America,Dwayne Johnson,Kevin Bray
Forrest Gump,Comedy,Drama,1994.0,Medium,High,Long,High,High,High,en,United States of America,Tom Hanks,Robert Zemeckis
Alvin and the Chipmunks,Comedy,Music,2007.0,Medium,High,Medium,Medium,Medium,High,en,United States of America,Jason Lee,Tim Hill
Meet the Parents,Comedy,Romance,2000.0,Medium,High,Medium,Medium,Medium,Medium,en,United States of America,Ben Stiller,Jay Roach
Pocahontas,Adventure,Animation,1995.0,Medium,High,Short,Medium,Medium,High,en,United States of America,Irene Bedard,Mike Gabriel
Superman,Action,Adventure,1978.0,Medium,High,Long,Medium,Medium,High,en,United Kingdom,Christopher Reeve,Richard Donner
The Nutty Professor,Fantasy,Comedy,1996.0,Medium,Medium,Medium,Medium,Medium,Medium,en,United States of America,Eddie Murphy,Tom Shadyac
Hitch,Comedy,Drama,2005.0,Medium,High,Medium,Medium,Medium,High,en,United States of America,Will Smith,Andy Tennant
George of the Jungle,Adventure,Comedy,1997.0,Medium,Low,Medium,Medium,Low,Medium,en,United States of America,Brendan Fraser,Sam Weisman
American Wedding,Comedy,Romance,2003.0,Medium,Medium,Medium,Medium,Medium,High,en,United States of America,Jason Biggs,Jesse Dylan
Captain Phillips,Action,Drama,2013.0,Medium,Medium,Medium,High,High,High,en,United States of America,Tom Hanks,Paul Greengrass
Casper,Fantasy,Comedy,1995.0,Medium,Medium,Medium,Medium,Medium,Medium,en,United States of America,Christina Ricci,Brad Silberling
The Equalizer,Thriller,Action,2014.0,Medium,Medium,Medium,High,High,High,en,United States of America,Denzel Washington,Antoine Fuqua
Maid in Manhattan,Comedy,Drama,2002.0,Medium,Medium,Medium,Medium,Low,Medium,en,United States of America,Jennifer Lopez,Wayne Wang
Crimson Tide,Action,Thriller,1995.0,Medium,Medium,Medium,High,Low,Medium,en,United States of America,Denzel Washington,Tony Scott
Flightplan,Thriller,Drama,2005.0,Medium,Medium,Medium,Medium,Medium,High,en,United States of America,Jodie Foster,Robert Schwentke
Disclosure,Drama,Thriller,1994.0,Medium,Medium,Medium,Medium,Low,Medium,en,United States of America,Michael Douglas,Barry Levinson
City of Angels,Drama,Fantasy,1998.0,Medium,Medium,Medium,Medium,Medium,Medium,en,United States of America,Nicolas Cage,Brad Silberling
Kill Bill: Vol. 1,Action,Crime,2003.0,Medium,Medium,Medium,High,High,High,en,United States of America,Uma Thurman,Quentin Tarantino
Kill Bill: Vol. 2,Action,Crime,2004.0,Medium,Medium,Medium,High,High,High,en,United States of America,Uma Thurman,Quentin Tarantino
Tango & Cash,Action,Adventure,1989.0,Medium,Medium,Medium,Medium,Low,Medium,en,United States of America,Sylvester Stallone,Andrei Konchalovsky
Death Becomes Her,Fantasy,Comedy,1992.0,Medium,Medium,Medium,Medium,Medium,Medium,en,United States of America,Meryl Streep,Robert Zemeckis
Shanghai Noon,Adventure,Action,2000.0,Medium,Medium,Medium,Medium,Medium,Medium,en,Hong Kong,Jackie Chan,Tom Dey
Executive Decision,Action,Adventure,1996.0,Medium,Medium,Medium,Medium,Low,Medium,en,United States of America,Kurt Russell,Stuart Baird
Mr. Popper's Penguins,Comedy,Family,2011.0,Medium,Medium,Medium,Medium,Medium,High,en,United States of America,Jim Carrey,Mark Waters
The Forbidden Kingdom,Action,Adventure,2008.0,Medium,Medium,Medium,Medium,Low,Medium,en,China,Jackie Chan,Rob Minkoff
Free Birds,Animation,Comedy,2013.0,Medium,Medium,Medium,Medium,Low,Medium,en,United States of America,Owen Wilson,Jimmy Hayward
Alien³,Science Fiction,Action,1992.0,Medium,Medium,Medium,Medium,Medium,High,en,United Kingdom,Sigourney Weaver,David Fincher
Evita,History,Drama,1996.0,Medium,Medium,Medium,Medium,Low,Low,en,United States of America,Madonna,Alan Parker
Ronin,Action,Thriller,1998.0,Medium,Low,Medium,Medium,Medium,High,en,France,Robert De Niro,John Frankenheimer
Paddington,Family,Comedy,2014.0,Medium,Medium,Medium,High,Medium,High,en,United Kingdom,Nicole Kidman,Paul King
The Hunted,Drama,Action,2003.0,Medium,Low,Medium,Medium,Low,Low,en,United States of America,Tommy Lee Jones,William Friedkin
Instinct,Drama,Mystery,1999.0,Medium,Low,Medium,Medium,Low,Low,en,United States of America,Anthony Hopkins,Jon Turteltaub
The Pirates! In an Adventure with Scientists!,Animation,Adventure,2012.0,Medium,Medium,Short,Medium,Low,Medium,en,United Kingdom,Hugh Grant,Peter Lord
Changeling,Crime,Drama,2008.0,Medium,Medium,Long,High,Medium,Medium,en,United States of America,Angelina Jolie,Clint Eastwood
Chain Reaction,Action,Drama,1996.0,Medium,Medium,Medium,Medium,Low,Medium,en,United States of America,Keanu Reeves,Andrew Davis
The Fan,Drama,Mystery,1996.0,Medium,Low,Medium,Medium,Low,Low,en,United States of America,Robert De Niro,Tony Scott
The Phantom of the Opera,Thriller,Drama,2004.0,Medium,Medium,Long,High,Low,Medium,en,United Kingdom,Gerard Butler,Joel Schumacher
Elizabeth: The Golden Age,Drama,History,2007.0,Medium,Medium,Medium,Medium,Low,Medium,en,United Kingdom,Cate Blanchett,Shekhar Kapur
Æon Flux,Action,Science Fiction,2005.0,Medium,Medium,Medium,Medium,Medium,Medium,en,United States of America,Charlize Theron,Karyn Kusama
Gods and Generals,Drama,History,2003.0,Medium,Low,Long,Medium,Low,Low,en,United States of America,Stephen Lang,Ronald F. Maxwell
Turbulence,Action,Thriller,1997.0,Medium,Low,Medium,Medium,Low,Low,en,United States of America,Ray Liotta,Robert Butler
Muppets Most Wanted,Comedy,Adventure,2014.0,Medium,Medium,Medium,Medium,Low,Medium,en,United States of America,Ricky Gervais,James Bobin
Thunderbirds,Action,Adventure,2004.0,Medium,Low,Medium,Low,Low,Low,en,United Kingdom,Brady Corbet,Jonathan Frakes
Burlesque,Drama,Romance,2010.0,Medium,Medium,Medium,Medium,Medium,Medium,en,United States of America,Cher,Steve Antin
Lolita,Drama,Romance,1962.0,Low,Low,Long,High,Low,Medium,en,United Kingdom,James Mason,Stanley Kubrick
D-Tox,Action,Thriller,2002.0,Medium,Low,Medium,Medium,Low,Medium,en,United States of America,Sylvester Stallone,Jim Gillespie
Blade II,Fantasy,Horror,2002.0,Medium,Medium,Medium,Medium,Medium,High,en,Germany,Wesley Snipes,Guillermo del Toro
Bullet to the Head,Action,Crime,2013.0,Medium,Low,Medium,Medium,Low,Medium,en,Switzerland,Sylvester Stallone,Walter Hill
The Godfather: Part III,Crime,Drama,1990.0,Medium,Medium,Long,High,Medium,High,en,Italy,Al Pacino,Francis Ford Coppola
Elizabethtown,Comedy,Drama,2005.0,Medium,Medium,Medium,Medium,Low,Medium,en,United States of America,Orlando Bloom,Cameron Crowe
"You, Me and Dupree",Comedy,Romance,2006.0,Medium,Medium,Medium,Medium,Low,Medium,en,United States of America,Kate Hudson,Anthony Russo
Superman II,Action,Adventure,1980.0,Medium,Medium,Medium,Medium,Medium,High,en,United Kingdom,Gene Hackman,Richard Lester
All the King's Men,Drama,Thriller,2006.0,Medium,Low,Medium,Medium,Low,Low,en,United States of America,Sean Penn,Steven Zaillian
Shaft,Action,Adventure,2000.0,Medium,Medium,Medium,Medium,Low,Medium,en,Germany,Samuel L. Jackson,John Singleton
Anastasia,Animation,Family,1997.0,Medium,Medium,Medium,High,Medium,High,en,United States of America,Meg Ryan,Gary Goldman
Moulin Rouge!,Drama,Music,2001.0,Medium,Medium,Medium,High,Medium,High,en,Australia,Nicole Kidman,Baz Luhrmann
Domestic Disturbance,Mystery,Thriller,2001.0,Medium,Medium,Short,Medium,Low,Low,en,United States of America,John Travolta,Harold Becker
Black Mass,Crime,Drama,2015.0,Medium,Medium,Medium,Medium,Medium,High,en,United Kingdom,Johnny Depp,Scott Cooper
Flags of Our Fathers,War,Drama,2006.0,Medium,Medium,Medium,Medium,Medium,Medium,en,United States of America,Ryan Phillippe,Clint Eastwood
Law Abiding Citizen,Drama,Crime,2009.0,Medium,Medium,Medium,High,Medium,High,en,United States of America,Jamie Foxx,F. Gary Gray
Grindhouse,Thriller,Action,2007.0,Medium,Low,Long,Medium,Low,Medium,en,United States of America,Kurt Russell,Robert Rodriguez
